Fighter,date,H_odds,A_odds
Anthony Johnson,2014-04-26,220.0,-240.0
Glover Teixeira,2014-04-26,390.0,-440.0
Chris Beal,2014-04-26,-110.0,100.0
Jon Jones,2014-04-26,-440.0,390.0
Phil Davis,2014-04-26,-240.0,220.0
Luke Rockhold,2014-04-26,-1000.0,800.0
Jim Miller,2014-04-26,-185.0,170.0
Erik Koch,2014-05-10,-295.0,265.0
Costas Philippou,2014-05-10,160.0,-170.0
Neil Magny,2014-05-10,275.0,-305.0
Soa Palelei,2014-05-10,-310.0,280.0
Chris Cariaso,2014-05-10,135.0,-145.0
Kyoji Horiguchi,2014-05-10,-210.0,190.0
Yan Cabral,2014-05-10,-560.0,475.0
Eddie Wineland,2014-05-10,-935.0,735.0
Manvel Gamburyan,2014-05-10,460.0,-540.0
Justin Salas,2014-05-10,-290.0,260.0
Anthony Lapsley,2014-05-10,245.0,-265.0
Matt Brown,2014-05-10,210.0,-230.0
Ed Herman,2014-05-10,135.0,-155.0
Rafael Natal,2014-05-10,-155.0,135.0
Albert Tumenov,2014-05-10,-265.0,245.0
Erick Silva,2014-05-10,-230.0,210.0
Darrell Montague,2014-05-10,190.0,-210.0
Zak Cummings,2014-05-10,475.0,-560.0
Lorenz Larkin,2014-05-10,-170.0,160.0
Daron Cruickshank,2014-05-10,265.0,-295.0
Tim Means,2014-05-10,-305.0,275.0
Louis Smolka,2014-05-10,-145.0,135.0
Johnny Eduardo,2014-05-10,735.0,-935.0
Ruan Potts,2014-05-10,280.0,-310.0
Nik Lentz,2014-05-10,-540.0,460.0
Ben Wall,2014-05-10,260.0,-290.0
Takeya Mizugaki,2014-05-24,-145.0,135.0
Michael Chiesa,2014-05-24,-150.0,140.0
Tony Ferguson,2014-05-24,-315.0,285.0
Chris Holdsworth,2014-05-24,-355.0,320.0
Anthony Njokuani,2014-05-24,-260.0,240.0
Al Iaquinta,2014-05-24,-430.0,380.0
Sam Sicilia,2014-05-24,-140.0,130.0
David Michaud,2014-05-24,-125.0,115.0
Jamie Varner,2014-05-24,-215.0,195.0
Robbie Lawler,2014-05-24,-170.0,160.0
Vinc Pichel,2014-05-24,240.0,-260.0
Li Jingliang,2014-05-24,115.0,-125.0
TJ Dillashaw,2014-05-24,710.0,-910.0
Dan Henderson,2014-05-24,525.0,-750.0
Jake Ellenberger,2014-05-24,160.0,-170.0
Francisco Rivera,2014-05-24,135.0,-145.0
James Krause,2014-05-24,195.0,-215.0
Francisco Trinaldo,2014-05-24,140.0,-150.0
Katsunori Kikuno,2014-05-24,285.0,-315.0
Chico Camus,2014-05-24,320.0,-355.0
Mitch Clarke,2014-05-24,380.0,-430.0
Daniel Cormier,2014-05-24,-750.0,525.0
Renan Barao,2014-05-24,-910.0,710.0
Aaron Phillips,2014-05-24,130.0,-140.0
Paulo Thiago,2014-05-31,-175.0,165.0
Robert Peralta,2014-05-31,290.0,-320.0
Gasan Umalatov,2014-05-31,165.0,-175.0
Fabio Maldonado,2014-05-31,535.0,-650.0
Nick Hein,2014-05-31,-140.0,130.0
Alexander Yakovlev,2014-05-31,405.0,-455.0
Richardson Moreira,2014-05-31,140.0,-150.0
Mark Eddiva,2014-05-31,295.0,-325.0
Rashid Magomedov,2014-05-31,-320.0,290.0
Antonio Carlos Junior,2014-05-31,-200.0,185.0
Kevin Souza,2014-05-31,-325.0,295.0
Francis Carmont,2014-05-31,-165.0,155.0
Gegard Mousasi,2014-05-31,-255.0,235.0
CB Dollaway,2014-05-31,155.0,-165.0
Mark Munoz,2014-05-31,235.0,-255.0
Krzysztof Jotko,2014-05-31,-105.0,-105.0
Viktor Pesta,2014-05-31,160.0,-170.0
Wagner Silva,2014-05-31,290.0,-320.0
Ernest Chavez,2014-05-31,435.0,-500.0
Vitor Miranda,2014-05-31,185.0,-200.0
Pawel Pawlak,2014-05-31,-150.0,140.0
Warlley Alves,2014-05-31,-200.0,185.0
Drew Dober,2014-05-31,130.0,-140.0
Pedro Munhoz,2014-05-31,-295.0,265.0
Matt Hobar,2014-05-31,265.0,-295.0
Ricardo Abreu,2014-05-31,-320.0,290.0
Niklas Backstrom,2014-05-31,225.0,-245.0
Magnus Cedenblad,2014-05-31,-105.0,-105.0
Elias Silverio,2014-05-31,-500.0,435.0
Sean Strickland,2014-05-31,145.0,-155.0
Rodrigo Damm,2014-05-31,290.0,-320.0
Vaughan Lee,2014-05-31,305.0,-335.0
Luke Barnatt,2014-05-31,-155.0,145.0
Rony Jason,2014-05-31,-320.0,290.0
Demian Maia,2014-05-31,-455.0,405.0
Peter Sobotta,2014-05-31,140.0,-150.0
Marcio Alexandre Junior,2014-05-31,185.0,-200.0
Stipe Miocic,2014-05-31,-650.0,535.0
Marcos Rogerio de Lima,2014-05-31,-150.0,140.0
Iuri Alcantara,2014-05-31,-335.0,305.0
Andy Ogle,2014-05-31,205.0,-225.0
Tom Niinimaki,2014-05-31,-245.0,225.0
Maximo Blanco,2014-05-31,-225.0,205.0
Ruslan Magomedov,2014-05-31,-170.0,160.0
Roger Narvaez,2014-06-07,280.0,-310.0
Scott Jorgensen,2014-06-07,-245.0,225.0
Lance Benoist,2014-06-07,-105.0,-105.0
Sergio Pettis,2014-06-07,-660.0,540.0
Bryan Caraway,2014-06-07,110.0,-120.0
Piotr Hallmann,2014-06-07,-155.0,145.0
Jason High,2014-06-07,255.0,-280.0
John Moraga,2014-06-07,480.0,-570.0
Danny Martinez,2014-06-07,225.0,-245.0
Jake Lindsey,2014-06-07,140.0,-150.0
Ross Pearson,2014-06-07,-130.0,120.0
Rustam Khabilov,2014-06-07,205.0,-225.0
Jon Tuck,2014-06-07,-150.0,140.0
Patrick Cummins,2014-06-07,-310.0,280.0
John Dodson,2014-06-07,-570.0,480.0
Rafael Dos Anjos,2014-06-07,-280.0,255.0
Yves Edwards,2014-06-07,145.0,-155.0
Erik Perez,2014-06-07,-120.0,110.0
Benson Henderson,2014-06-07,-225.0,205.0
Yaotzin Meza,2014-06-07,540.0,-660.0
Bobby Voelker,2014-06-07,-105.0,-105.0
Diego Sanchez,2014-06-07,120.0,-130.0
Demetrious Johnson,2014-06-14,-690.0,560.0
Rory MacDonald,2014-06-14,-115.0,105.0
Ryan Bader,2014-06-14,-165.0,155.0
Andrei Arlovski,2014-06-14,140.0,-150.0
Ovince Saint Preux,2014-06-14,-165.0,155.0
Daniel Sarafian,2014-06-14,-450.0,400.0
Josh Shockley,2014-06-14,-105.0,-105.0
Yves Jabouin,2014-06-14,200.0,-220.0
Michinori Tanaka,2014-06-14,-150.0,140.0
Tae Hyun Bang,2014-06-14,170.0,-185.0
Jason Saggo,2014-06-14,-105.0,-105.0
Mike Easton,2014-06-14,-220.0,200.0
Elizabeth Phillips,2014-06-14,-135.0,125.0
Kiichi Kunimoto,2014-06-14,400.0,-450.0
Ryan Jimmo,2014-06-14,155.0,-165.0
Brendan Schaub,2014-06-14,-150.0,140.0
Rafael Feijao,2014-06-14,155.0,-165.0
Tyron Woodley,2014-06-14,105.0,-115.0
Roland Delorme,2014-06-14,140.0,-150.0
Kajan Johnson,2014-06-14,-185.0,170.0
Ali Bagautinov,2014-06-14,560.0,-690.0
Valerie Letourneau,2014-06-14,125.0,-135.0
Jeremy Stephens,2014-06-28,205.0,-225.0
Ian Entwistle,2014-06-28,110.0,-120.0
Andrew Craig,2014-06-28,248.0,-270.0
Vik Grujic,2014-06-28,-105.0,-105.0
Roldan Sangcha-an,2014-06-28,115.0,-125.0
Dashon Johnson,2014-06-28,155.0,-165.0
Mike Rhodes,2014-06-28,230.0,-250.0
Charles Oliveira,2014-06-28,-200.0,185.0
Jared Rosholt,2014-06-28,-165.0,155.0
Sean O'Connell,2014-06-28,245.0,-265.0
Rodrigo de Lima,2014-06-28,260.0,-290.0
Nico Musoke,2014-06-28,250.0,-275.0
Dan Hooker,2014-06-28,-120.0,110.0
Hacran Dias,2014-06-28,248.0,-270.0
Antonio Braga Neto,2014-06-28,-150.0,140.0
James Moontasri,2014-06-28,166.0,-177.0
Diego Ferreira,2014-06-28,-185.0,170.0
Cody Gibson,2014-06-28,170.0,-185.0
Andy Enz,2014-06-28,-200.0,170.0
Shane Howell,2014-06-28,410.0,-460.0
Anthony Hamilton,2014-06-28,130.0,-140.0
Nate Marquardt,2014-06-28,170.0,-200.0
Gian Villante,2014-06-28,-265.0,245.0
Cub Swanson,2014-06-28,-225.0,205.0
Kelvin Gastelum,2014-06-28,-275.0,250.0
Cezar Ferreira,2014-06-28,-270.0,248.0
Clint Hester,2014-06-28,140.0,-150.0
Ricardo Lamas,2014-06-28,-270.0,248.0
Colton Smith,2014-06-28,170.0,-185.0
Hatsu Hioki,2014-06-28,185.0,-200.0
Marcelo Guimaraes,2014-06-28,170.0,-200.0
Ray Borg,2014-06-28,-460.0,410.0
Aleksei Oleinik,2014-06-28,-140.0,130.0
Johnny Bedford,2014-06-28,-185.0,170.0
Soa Palelei,2014-06-28,155.0,-165.0
Joe Ellenberger,2014-06-28,-177.0,166.0
Robert Whittaker,2014-06-28,-250.0,230.0
Jake Matthews,2014-06-28,-165.0,155.0
Richie Vaculik,2014-06-28,-125.0,115.0
Chris Indich,2014-06-28,-105.0,-105.0
Neil Magny,2014-06-28,-290.0,260.0
James Te Huna,2014-06-28,-200.0,170.0
Guilherme Vasconcelos,2014-07-05,-170.0,160.0
Rob Font,2014-07-05,170.0,-185.0
Bubba Bush,2014-07-05,-180.0,168.0
Bruno Santos,2014-07-05,220.0,-240.0
Chris Weidman,2014-07-05,-185.0,170.0
Alex Caceres,2014-07-05,570.0,-705.0
Kevin Casey,2014-07-05,168.0,-180.0
Ildemar Alcantara,2014-07-05,-125.0,115.0
George Roop,2014-07-05,-185.0,170.0
Chris Camozzi,2014-07-05,-240.0,220.0
Kenny Robertson,2014-07-05,115.0,-125.0
Urijah Faber,2014-07-05,-705.0,570.0
Luke Zachrich,2014-07-05,160.0,-170.0
Uriah Hall,2014-07-05,-310.0,255.0
Russell Doane,2014-07-05,105.0,-115.0
Marcus Brimage,2014-07-05,-115.0,105.0
Thiago Santos,2014-07-05,255.0,-310.0
Lyoto Machida,2014-07-05,170.0,-185.0
Ronda Rousey,2014-07-05,-900.0,700.0
Alexis Davis,2014-07-05,700.0,-900.0
Juan Puig,2014-07-06,375.0,-420.0
Kevin Lee,2014-07-06,-220.0,200.0
Dustin Ortiz,2014-07-06,260.0,-290.0
Guto Inocente,2014-07-06,170.0,-185.0
BJ Penn,2014-07-06,330.0,-370.0
Eddie Gordon,2014-07-06,140.0,-150.0
Matt Van Buren,2014-07-06,245.0,-265.0
Daniel Spohn,2014-07-06,-230.0,210.0
Leandro Issa,2014-07-06,-125.0,115.0
Alexis Dufresne,2014-07-06,-230.0,210.0
Keith Berish,2014-07-06,600.0,-750.0
Frankie Edgar,2014-07-06,-370.0,330.0
Corey Anderson,2014-07-06,-265.0,245.0
Sarah Moras,2014-07-06,210.0,-230.0
Jesse Ronson,2014-07-06,200.0,-220.0
Robert Drysdale,2014-07-06,-750.0,600.0
Patrick Walsh,2014-07-06,210.0,-230.0
Jumabieke Tuerxun,2014-07-06,115.0,-125.0
Derrick Lewis,2014-07-06,-185.0,170.0
Adriano Martins,2014-07-06,-420.0,375.0
Justin Scoggins,2014-07-06,-290.0,260.0
Dhiego Lima,2014-07-06,-150.0,140.0
Lucas Martins,2014-07-16,155.0,-175.0
Evan Dunham,2014-07-16,260.0,-320.0
Leonardo Mafra,2014-07-16,270.0,-300.0
Jim Miller,2014-07-16,220.0,-240.0
Jessamyn Duke,2014-07-16,120.0,-130.0
Hugo Viana,2014-07-16,230.0,-250.0
Yosdenis Cedeno,2014-07-16,170.0,-185.0
Jerrod Sanders,2014-07-16,-185.0,170.0
Claudia Gadelha,2014-07-16,-560.0,475.0
Aljamain Sterling,2014-07-16,-250.0,230.0
Tina Lahdemaki,2014-07-16,475.0,-560.0
Leslie Smith,2014-07-16,-130.0,120.0
Pat Healy,2014-07-16,155.0,-165.0
Alex White,2014-07-16,-175.0,155.0
Gleison Tibau,2014-07-16,-165.0,155.0
Alptekin Ozkilic,2014-07-16,315.0,-345.0
Donald Cerrone,2014-07-16,-240.0,220.0
John Lineker,2014-07-16,-345.0,315.0
Edson Barboza,2014-07-16,-320.0,260.0
Justin Salas,2014-07-16,-135.0,125.0
Rick Story,2014-07-16,-300.0,270.0
Joe Proctor,2014-07-16,125.0,-135.0
Gunnar Nelson,2014-07-19,-840.0,660.0
Brad Pickett,2014-07-19,149.0,-159.0
Diego Brandao,2014-07-19,560.0,-690.0
Zak Cummings,2014-07-19,660.0,-840.0
Ian McCall,2014-07-19,-159.0,149.0
Naoyuki Kotani,2014-07-19,410.0,-460.0
Chris Dempsey,2014-07-19,265.0,-295.0
Norman Parke,2014-07-19,-460.0,410.0
Paddy Holohan,2014-07-19,225.0,-245.0
Phil Harris,2014-07-19,145.0,-155.0
Trevor Smith,2014-07-19,145.0,-155.0
Nikita Krylov,2014-07-19,-125.0,115.0
Joshua Sampo,2014-07-19,-245.0,225.0
Ilir Latifi,2014-07-19,-295.0,265.0
Neil Seery,2014-07-19,-155.0,145.0
Tor Troeng,2014-07-19,-155.0,145.0
Mike King,2014-07-19,120.0,-130.0
Cathal Pendred,2014-07-19,-130.0,120.0
Cody Donovan,2014-07-19,115.0,-125.0
Conor McGregor,2014-07-19,-690.0,560.0
Clay Guida,2014-07-26,155.0,-175.0
Mike de la Torre,2014-07-26,175.0,-190.0
Daron Cruickshank,2014-07-26,215.0,-235.0
Kyle Kingsbury,2014-07-26,205.0,-225.0
Hernani Perpetuo,2014-07-26,167.0,-179.0
Josh Thomson,2014-07-26,-380.0,340.0
Akbarh Arreola,2014-07-26,275.0,-305.0
Andreas Stahl,2014-07-26,135.0,-145.0
Anthony Johnson,2014-07-26,-660.0,540.0
Juliana Lima,2014-07-26,285.0,-315.0
Noad Lahat,2014-07-26,190.0,-210.0
Steven Siler,2014-07-26,-210.0,190.0
Joanna Jedrzejczyk,2014-07-26,-315.0,285.0
Gilbert Burns,2014-07-26,-145.0,135.0
Matt Brown,2014-07-26,295.0,-325.0
Rogerio Nogueira,2014-07-26,540.0,-660.0
Dennis Bermudez,2014-07-26,-175.0,155.0
Bobby Green,2014-07-26,340.0,-380.0
Jorge Masvidal,2014-07-26,-235.0,215.0
Patrick Cummins,2014-07-26,-225.0,205.0
Tim Means,2014-07-26,-179.0,167.0
Robbie Lawler,2014-07-26,-325.0,295.0
Brian Ortega,2014-07-26,-190.0,175.0
Tiago Trator,2014-07-26,-305.0,275.0
Tim Boetsch,2014-08-16,285.0,-315.0
Robert Peralta,2014-08-16,125.0,-135.0
Sara McMann,2014-08-16,-570.0,480.0
Lauren Murphy,2014-08-16,480.0,-570.0
Ovince Saint Preux,2014-08-16,170.0,-185.0
Zach Makovsky,2014-08-16,-320.0,290.0
Brad Tavares,2014-08-16,-315.0,285.0
Frankie Saenz,2014-08-16,-120.0,110.0
Jussier Formiga,2014-08-16,290.0,-320.0
Sam Alvey,2014-08-16,115.0,-125.0
Alan Jouban,2014-08-16,145.0,-155.0
Gray Maynard,2014-08-16,150.0,-160.0
Ross Pearson,2014-08-16,-160.0,150.0
Thiago Tavares,2014-08-16,-135.0,125.0
Ryan Bader,2014-08-16,-185.0,170.0
Seth Baczynski,2014-08-16,-155.0,145.0
Shawn Jordan,2014-08-16,-200.0,185.0
Tom Watson,2014-08-16,-125.0,115.0
Jack May,2014-08-16,185.0,-200.0
Nolan Ticman,2014-08-16,110.0,-120.0
Chris Heatherly,2014-08-23,345.0,-385.0
Francis Carmont,2014-08-23,-210.0,190.0
Sai Wang,2014-08-23,175.0,-190.0
Max Holloway,2014-08-23,-950.0,625.0
James Vick,2014-08-23,-125.0,115.0
Jianping Yang,2014-08-23,-225.0,205.0
Rafael Dos Anjos,2014-08-23,440.0,-510.0
Mike Pyle,2014-08-23,245.0,-265.0
Benson Henderson,2014-08-23,-510.0,440.0
Tom Niinimaki,2014-08-23,-155.0,145.0
Chas Skelly,2014-08-23,145.0,-155.0
Ning Guangyou,2014-08-23,205.0,-225.0
Yao Zhikui,2014-08-23,200.0,-220.0
Michael Bisping,2014-08-23,-235.0,215.0
Joby Sanchez,2014-08-23,305.0,-335.0
An Ying Wang,2014-08-23,380.0,-430.0
Aaron Phillips,2014-08-23,145.0,-155.0
Beneil Dariush,2014-08-23,130.0,-140.0
Zhang Lipeng,2014-08-23,140.0,-150.0
Roland Delorme,2014-08-23,130.0,-140.0
Royston Wee,2014-08-23,-220.0,200.0
Neil Magny,2014-08-23,135.0,-145.0
Tyron Woodley,2014-08-23,-210.0,190.0
Wilson Reis,2014-08-23,-335.0,305.0
Shinsho Anzai,2014-08-23,205.0,-225.0
Danny Mitchell,2014-08-23,-190.0,175.0
Milana Dudieva,2014-08-23,-150.0,130.0
Brendan O'Reilly,2014-08-23,-150.0,140.0
Dong Hyun Kim,2014-08-23,190.0,-210.0
Cung Le,2014-08-23,215.0,-235.0
Alberto Mina,2014-08-23,-225.0,205.0
Elizabeth Phillips,2014-08-23,130.0,-150.0
Matt Hobar,2014-08-23,-155.0,145.0
Anthony Rocco Martin,2014-08-23,-140.0,130.0
Ben Saunders,2014-08-23,-385.0,345.0
Colby Covington,2014-08-23,-430.0,380.0
Jordan Mein,2014-08-23,-265.0,245.0
Thales Leites,2014-08-23,190.0,-210.0
Clay Collard,2014-08-23,625.0,-950.0
Valmir Lazaro,2014-08-23,115.0,-125.0
Ulka Sasaki,2014-08-23,-140.0,130.0
Alex Garcia,2014-08-23,-145.0,135.0
Chris Wade,2014-08-30,-155.0,135.0
Cain Carrizosa,2014-08-30,135.0,-155.0
Anthony Hamilton,2014-08-30,-225.0,205.0
Derek Brunson,2014-08-30,-165.0,145.0
Damon Jackson,2014-08-30,105.0,-115.0
Diego Ferreira,2014-08-30,-185.0,170.0
Shayna Baszler,2014-08-30,135.0,-145.0
Danny Castillo,2014-08-30,245.0,-265.0
Joe Soto,2014-08-30,900.0,-1100.0
TJ Dillashaw,2014-08-30,-1100.0,900.0
Bethe Correia,2014-08-30,-145.0,135.0
Tony Ferguson,2014-08-30,-265.0,245.0
Ramsey Nijem,2014-08-30,170.0,-185.0
Yancy Medeiros,2014-08-30,-115.0,105.0
Lorenz Larkin,2014-08-30,145.0,-165.0
Ruan Potts,2014-08-30,205.0,-225.0
Chas Skelly,2014-09-05,-185.0,170.0
Tateki Matsuda,2014-09-05,435.0,-500.0
Rafael Natal,2014-09-05,-185.0,170.0
Chris Camozzi,2014-09-05,170.0,-185.0
Rodrigo Damm,2014-09-05,500.0,-600.0
Joe Lauzon,2014-09-05,190.0,-210.0
Matt Mitrione,2014-09-05,116.0,-126.0
Justin Scoggins,2014-09-05,-250.0,230.0
Michael Chiesa,2014-09-05,-210.0,190.0
Derrick Lewis,2014-09-05,-126.0,116.0
John Moraga,2014-09-05,230.0,-250.0
Al Iaquinta,2014-09-05,-600.0,500.0
Ben Rothwell,2014-09-05,300.0,-330.0
Chris Beal,2014-09-05,-500.0,435.0
Sean Soriano,2014-09-05,170.0,-185.0
Gegard Mousasi,2014-09-05,170.0,-185.0
Alistair Overeem,2014-09-05,-330.0,300.0
Jacare Souza,2014-09-05,-185.0,170.0
Leandro Silva,2014-09-13,170.0,-185.0
Sean Spencer,2014-09-13,-235.0,215.0
Johnny Bedford,2014-09-13,-125.0,115.0
Antonio Silva,2014-09-13,-430.0,380.0
Gleison Tibau,2014-09-13,-235.0,215.0
Leonardo Santos,2014-09-13,-210.0,190.0
Santiago Ponzinibbio,2014-09-13,-105.0,-105.0
Jessica Andrade,2014-09-13,-110.0,100.0
Godofredo Pepey,2014-09-13,-130.0,120.0
Igor Araujo,2014-09-13,-130.0,120.0
Francisco Trinaldo,2014-09-13,-185.0,170.0
Iuri Alcantara,2014-09-13,-315.0,285.0
George Sullivan,2014-09-13,120.0,-130.0
Wendell Oliveira,2014-09-13,-105.0,-105.0
Rani Yahya,2014-09-13,115.0,-125.0
Larissa Pacheco,2014-09-13,100.0,-110.0
Russell Doane,2014-09-13,285.0,-315.0
Piotr Hallmann,2014-09-13,215.0,-235.0
Efrain Escudero,2014-09-13,190.0,-210.0
Andrei Arlovski,2014-09-13,380.0,-430.0
Paulo Thiago,2014-09-13,215.0,-235.0
Dashon Johnson,2014-09-13,120.0,-130.0
Katsunori Kikuno,2014-09-20,-145.0,135.0
Hyun Gyu Lim,2014-09-20,-660.0,540.0
Michinori Tanaka,2014-09-20,-150.0,140.0
Alex Caceres,2014-09-20,-295.0,265.0
Kazuki Tokudome,2014-09-20,-130.0,120.0
Maximo Blanco,2014-09-20,-135.0,125.0
Miesha Tate,2014-09-20,-310.0,280.0
Kiichi Kunimoto,2014-09-20,-235.0,215.0
Yoshihiro Akiyama,2014-09-20,-155.0,145.0
Kyoji Horiguchi,2014-09-20,-660.0,540.0
Myles Jury,2014-09-20,-605.0,505.0
Dan Hooker,2014-09-20,125.0,-135.0
Johnny Case,2014-09-20,120.0,-130.0
Kyung Ho Kang,2014-09-20,140.0,-150.0
Takenori Sato,2014-09-20,540.0,-660.0
Sam Sicilia,2014-09-20,135.0,-145.0
Masanori Kanehara,2014-09-20,265.0,-295.0
Jon Delos Reyes,2014-09-20,540.0,-660.0
Roy Nelson,2014-09-20,110.0,-120.0
Takanori Gomi,2014-09-20,505.0,-605.0
Mark Hunt,2014-09-20,-120.0,110.0
Rin Nakai,2014-09-20,280.0,-310.0
Richard Walsh,2014-09-20,215.0,-235.0
Amir Sadollah,2014-09-20,145.0,-155.0
Chris Cariaso,2014-09-27,1150.0,-1450.0
Kevin Lee,2014-09-27,-240.0,220.0
Brian Ebersole,2014-09-27,220.0,-240.0
Stephen Thompson,2014-09-27,-380.0,340.0
Eddie Alvarez,2014-09-27,125.0,-135.0
Takeya Mizugaki,2014-09-27,475.0,-560.0
Amanda Nunes,2014-09-27,195.0,-215.0
Cody Gibson,2014-09-27,-155.0,145.0
James Krause,2014-09-27,290.0,-320.0
Yoel Romero,2014-09-27,123.0,-133.0
Patrick Cote,2014-09-27,340.0,-380.0
Demetrious Johnson,2014-09-27,-1450.0,1150.0
Dustin Poirier,2014-09-27,240.0,-260.0
Tim Kennedy,2014-09-27,-133.0,123.0
Cat Zingano,2014-09-27,-215.0,195.0
Dominick Cruz,2014-09-27,-560.0,475.0
Jorge Masvidal,2014-09-27,-320.0,290.0
John Howard,2014-09-27,-240.0,220.0
Jon Tuck,2014-09-27,220.0,-240.0
Donald Cerrone,2014-09-27,-135.0,125.0
Conor McGregor,2014-09-27,-260.0,240.0
Manvel Gamburyan,2014-09-27,145.0,-155.0
Elias Theodorou,2014-10-04,-340.0,280.0
Mitch Gagnon,2014-10-04,-750.0,600.0
Daron Cruickshank,2014-10-04,-110.0,100.0
Olivier Aubin-Mercier,2014-10-04,-525.0,450.0
Paddy Holohan,2014-10-04,-500.0,435.0
Jason Saggo,2014-10-04,-160.0,150.0
Albert Tumenov,2014-10-04,-440.0,390.0
Pedro Munhoz,2014-10-04,-525.0,450.0
Gunnar Nelson,2014-10-04,-360.0,325.0
Akira Corassani,2014-10-04,480.0,-570.0
Nordine Taleb,2014-10-04,-430.0,380.0
Ilir Latifi,2014-10-04,-265.0,245.0
Chad Laprise,2014-10-04,-320.0,290.0
Niklas Backstrom,2014-10-04,-1000.0,650.0
Magnus Cedenblad,2014-10-04,-120.0,110.0
Nico Musoke,2014-10-04,-205.0,188.0
Bryan Caraway,2014-10-04,400.0,-450.0
Chris Kelades,2014-10-04,435.0,-500.0
Cathal Pendred,2014-10-04,-140.0,130.0
Tor Troeng,2014-10-04,130.0,-140.0
Matt Dwyer,2014-10-04,390.0,-440.0
Jerrod Sanders,2014-10-04,450.0,-525.0
Rick Story,2014-10-04,325.0,-360.0
Max Holloway,2014-10-04,-570.0,480.0
Jan Blachowicz,2014-10-04,245.0,-265.0
Jake Lindsey,2014-10-04,450.0,-525.0
Anthony Njokuani,2014-10-04,100.0,-110.0
Mike Wilkinson,2014-10-04,650.0,-1000.0
Li Jingliang,2014-10-04,380.0,-430.0
Bruno Santos,2014-10-04,280.0,-340.0
Tarec Saffiedine,2014-10-04,380.0,-430.0
Raphael Assuncao,2014-10-04,-450.0,400.0
Zubaira Tukhugov,2014-10-04,-260.0,240.0
Mairbek Taisumov,2014-10-04,-150.0,140.0
Paul Felder,2014-10-04,150.0,-160.0
Rory MacDonald,2014-10-04,-430.0,380.0
Roman Salazar,2014-10-04,600.0,-750.0
Dennis Siver,2014-10-04,-290.0,260.0
Krzysztof Jotko,2014-10-04,-140.0,130.0
Ernest Chavez,2014-10-04,240.0,-260.0
Marcin Bandel,2014-10-04,140.0,-150.0
Gasan Umalatov,2014-10-04,130.0,-140.0
Charles Rosa,2014-10-04,260.0,-290.0
Alexander Yakovlev,2014-10-04,188.0,-205.0
Scott Askham,2014-10-04,110.0,-120.0
Yosdenis Cedeno,2014-10-04,290.0,-320.0
Andre Fili,2014-10-25,-160.0,150.0
Diego Ferreira,2014-10-25,-245.0,225.0
Phil Davis,2014-10-25,190.0,-210.0
Wilson Reis,2014-10-25,-215.0,195.0
Gilbert Burns,2014-10-25,-405.0,360.0
Christos Giagos,2014-10-25,360.0,-405.0
Scott Jorgensen,2014-10-25,195.0,-215.0
Chad Mendes,2014-10-25,185.0,-200.0
Jose Aldo,2014-10-25,-200.0,185.0
Naoyuki Kotani,2014-10-25,568.0,-700.0
Anthony Rocco Martin,2014-10-25,-105.0,-105.0
Fabricio Camoes,2014-10-25,-105.0,-105.0
William Patolino,2014-10-25,185.0,-200.0
Yan Cabral,2014-10-25,-700.0,568.0
Felipe Arantes,2014-10-25,150.0,-160.0
Darren Elkins,2014-10-25,-220.0,200.0
Lucas Martins,2014-10-25,200.0,-220.0
Fabio Maldonado,2014-10-25,-130.0,120.0
Glover Teixeira,2014-10-25,-210.0,190.0
Hans Stringer,2014-10-25,120.0,-130.0
Beneil Dariush,2014-10-25,225.0,-245.0
Neil Magny,2014-10-25,-200.0,185.0
Richie Vaculik,2014-11-07,310.0,-340.0
Dylan Andrews,2014-11-07,-150.0,140.0
Guto Inocente,2014-11-07,-220.0,200.0
Al Iaquinta,2014-11-07,120.0,-130.0
Anthony Perosh,2014-11-07,200.0,-220.0
Clint Hester,2014-11-07,-185.0,170.0
Vagner Rocha,2014-11-07,420.0,-475.0
Jake Matthews,2014-11-07,-475.0,420.0
Walt Harris,2014-11-07,167.0,-178.0
Sam Alvey,2014-11-07,140.0,-150.0
Chris Clements,2014-11-07,-105.0,-105.0
Soa Palelei,2014-11-07,-178.0,167.0
Daniel Kelly,2014-11-07,260.0,-290.0
Marcus Brimage,2014-11-07,-660.0,540.0
Robert Whittaker,2014-11-07,170.0,-185.0
Ross Pearson,2014-11-07,-130.0,120.0
Jumabieke Tuerxun,2014-11-07,540.0,-660.0
Luke Zachrich,2014-11-07,-290.0,260.0
Vik Grujic,2014-11-07,-105.0,-105.0
Luke Rockhold,2014-11-07,-525.0,450.0
Michael Bisping,2014-11-07,450.0,-525.0
Louis Smolka,2014-11-07,-340.0,310.0
Nina Ansaroff,2014-11-08,-130.0,110.0
Jorge de Oliveira,2014-11-08,390.0,-440.0
Charlie Brenneman,2014-11-08,-125.0,115.0
Trevor Smith,2014-11-08,255.0,-280.0
Leon Edwards,2014-11-08,-215.0,195.0
Warlley Alves,2014-11-08,-380.0,340.0
Alan Jouban,2014-11-08,340.0,-380.0
Rodolfo Rubio,2014-11-08,140.0,-150.0
Ovince Saint Preux,2014-11-08,150.0,-160.0
Mauricio Rua,2014-11-08,-160.0,150.0
Dhiego Lima,2014-11-08,-440.0,390.0
Colby Covington,2014-11-08,-500.0,435.0
Juliana Lima,2014-11-08,110.0,-130.0
